Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Marital_Stability_Target
32.0,Post-Graduate (MBA/MA),Agricultural,Caste,Hindu,28.0,140.2,Higher Secondary,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
34.0,Secondary or below,Agricultural,Tribe,Hindu,30.0,145.7,Secondary or below,Not working,Tribe,Hindu,Rural,Assam,0
40.0,Secondary or below,Agricultural,Caste,Hindu,39.0,143.7,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,1
40.0,Secondary or below,Sales,Caste,Hindu,38.0,148.2,Secondary or below,Sales,Caste,Hindu,Urban,Uttar Pradesh,0
40.0,Secondary or below,Skilled and unskilled manual,Caste,Sikh,36.0,155.2,Secondary or below,Not working,Caste,Sikh,Rural,Punjab,0
39.0,Secondary or below,Agricultural,Caste,Hindu,35.0,148.8,Secondary or below,Agricultural,Tribe,Hindu,Rural,Assam,0
49.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,48.0,154.3,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,Urban,Uttar Pradesh,0
33.0,Secondary or below,Other,Caste,Hindu,24.0,157.2,Higher Secondary,Not working,Caste,Hindu,Rural,Tamil Nadu,1
33.0,Secondary or below,Sales,Caste,Hindu,28.0,158.1,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,Haryana,0
22.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,20.0,153.4,Secondary or below,Sales,Caste,Hindu,Urban,Telangana,1
45.0,Secondary or below,Services / household and domestic,Caste,Hindu,39.0,151.0,Secondary or below,Services / household and domestic,Caste,Hindu,Urban,Rajasthan,1
36.0,Secondary or below,Sales,Caste,Hindu,34.0,153.5,Secondary or below,Not working,Caste,Hindu,Rural,Andhra Pradesh,1
33.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30.0,138.5,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,1
36.0,Secondary or below,Sales,Caste,Hindu,36.0,159.5,Secondary or below,Not working,Caste,Hindu,Urban,Goa,0
24.0,Secondary or below,Skilled and unskilled manual,Tribe,Christian,24.0,145.4,Secondary or below,Not working,Tribe,Christian,Urban,Mizoram,1
18.0,Secondary or below,Agricultural,Caste,Muslim,21.0,149.2,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Assam,1
25.0,Post-Graduate (MBA/MA),Agricultural,Caste,Hindu,23.0,149.8,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Uttar Pradesh,1
30.0,Higher Secondary,Sales,Caste,Hindu,29.0,152.2,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,No caste / tribe,Hindu,Urban,Chhattisgarh,0
54.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,46.0,142.4,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,0
41.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,33.0,148.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Jharkhand,1
50.0,Secondary or below,Agricultural,Caste,Hindu,45.0,148.9,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,0
30.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25.0,148.0,Secondary or below,Not working,Tribe,Hindu,Rural,Telangana,1
32.0,Secondary or below,Agricultural,Caste,Muslim,30.0,146.5,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Muslim,Rural,Uttar Pradesh,0
46.0,Secondary or below,Agricultural,Caste,Hindu,37.0,156.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,1
43.0,Secondary or below,Skilled and unskilled manual,Tribe,Christian,37.0,152.4,Secondary or below,Not working,Tribe,Christian,Rural,Mizoram,0
40.0,Secondary or below,Agricultural,Caste,Muslim,35.0,158.4,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,1
52.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,47.0,153.9,Post-Graduate (MBA/MA),Services / household and domestic,Caste,Hindu,Rural,Uttarakhand,1
32.0,Higher Secondary,Agricultural,Caste,Hindu,28.0,145.7,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
31.0,Secondary or below,Sales,Caste,Hindu,22.0,147.9,Secondary or below,Not working,Caste,Hindu,Urban,Uttar Pradesh,1
51.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,45.0,155.7,Secondary or below,Agricultural,Caste,Muslim,Rural,Jammu & Kashmir,1
36.0,Secondary or below,Agricultural,Caste,Hindu,28.0,159.9,Higher Secondary,Agricultural,Tribe,Hindu,Rural,Karnataka,0
50.0,Post-Graduate (MBA/MA),Services / household and domestic,Caste,Hindu,48.0,139.8,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Rural,West Bengal,1
33.0,Higher Secondary,Agricultural,Caste,Hindu,30.0,153.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Uttar Pradesh,1
35.0,Secondary or below,Agricultural,Tribe,Hindu,31.0,144.8,Secondary or below,Agricultural,Tribe,Hindu,Rural,Rajasthan,0
50.0,Secondary or below,Agricultural,Caste,Hindu,37.0,149.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Chhattisgarh,0
47.0,Secondary or below,Agricultural,No caste / tribe,Hindu,35.0,130.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Karnataka,0
33.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Tribe,Buddhist / Neo-Buddhist,29.0,150.1,Secondary or below,Other,Tribe,Buddhist / Neo-Buddhist,Rural,Arunachal Pradesh,0
43.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35.0,155.7,Secondary or below,Not working,Caste,Hindu,Urban,Maharashtra,1
45.0,Secondary or below,Other,Caste,Muslim,48.0,149.1,Secondary or below,Not working,Caste,Muslim,Urban,Maharashtra,0
28.0,Secondary or below,Agricultural,Caste,Buddhist / Neo-Buddhist,21.0,160.6,Higher Secondary,Not working,Caste,Buddhist / Neo-Buddhist,Rural,Himachal Pradesh,0
38.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32.0,153.4,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,1
39.0,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,35.0,147.1,Secondary or below,Not working,Caste,Hindu,Rural,West Bengal,0
44.0,Secondary or below,Agricultural,Tribe,Christian,42.0,151.7,Secondary or below,Services / household and domestic,No caste / tribe,Christian,Rural,Meghalaya,0
41.0,Secondary or below,Agricultural,Caste,Hindu,38.0,153.6,Secondary or below,Professional / technical / managerial,Caste,Hindu,Rural,Telangana,0
48.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,41.0,176.3,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Jammu & Kashmir,1
48.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,44.0,151.3,Secondary or below,Not working,Caste,Hindu,Rural,Telangana,0
27.0,Secondary or below,Agricultural,Tribe,Hindu,25.0,148.5,Higher Secondary,Not working,Caste,Other,Rural,Jharkhand,0
28.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,26.0,162.6,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,1
40.0,Higher Secondary,Agricultural,Caste,Hindu,32.0,151.3,Secondary or below,Not working,Caste,Hindu,Rural,Himachal Pradesh,0
37.0,Higher Secondary,Other,Tribe,Christian,26.0,153.2,Secondary or below,Not working,Tribe,Christian,Rural,Nagaland,0
50.0,Higher Secondary,Services / household and domestic,Caste,Hindu,43.0,151.9,Secondary or below,Not working,Caste,Hindu,Rural,Maharashtra,1
47.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,42.0,145.7,Secondary or below,Sales,Caste,Hindu,Urban,Chhattisgarh,0
45.0,Secondary or below,Agricultural,Caste,Hindu,41.0,158.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Rajasthan,1
29.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,25.0,154.1,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Urban,Haryana,1
33.0,Secondary or below,Agricultural,Caste,Hindu,30.0,146.6,Secondary or below,Agricultural,Caste,Hindu,Rural,Jharkhand,1
34.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,30.0,149.6,Secondary or below,Not working,Caste,Hindu,Rural,Assam,0
24.0,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,20.0,142.2,Higher Secondary,Not working,Caste,Hindu,Urban,Arunachal Pradesh,1
38.0,Secondary or below,Agricultural,Caste,Hindu,35.0,163.3,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Uttar Pradesh,1
32.0,Secondary or below,Agricultural,Caste,Hindu,30.0,144.3,Secondary or below,Agricultural,Caste,Hindu,Rural,Chhattisgarh,1
37.0,Post-Graduate (MBA/MA),Skilled and unskilled manual,Caste,Hindu,33.0,160.3,Graduate (B.Tech/B.Sc/BA),Services / household and domestic,Caste,Hindu,Rural,Jammu & Kashmir,0
33.0,Secondary or below,Agricultural,Caste,Hindu,28.0,153.6,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,1
38.0,Secondary or below,Agricultural,Caste,Hindu,37.0,155.6,Secondary or below,Not working,Caste,Hindu,Rural,Arunachal Pradesh,0
40.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,38.0,149.8,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,1
35.0,Secondary or below,Agricultural,Caste,Hindu,25.0,156.5,Higher Secondary,Agricultural,Caste,Hindu,Rural,Karnataka,1
25.0,Secondary or below,Services / household and domestic,Caste,Hindu,25.0,157.9,Secondary or below,Not working,Caste,Hindu,Rural,Gujarat,1
52.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,47.0,150.3,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
41.0,Higher Secondary,Professional / technical / managerial,Caste,Hindu,36.0,157.3,Higher Secondary,Professional / technical / managerial,Caste,Hindu,Urban,Karnataka,1
38.0,Secondary or below,Services / household and domestic,Tribe,Buddhist / Neo-Buddhist,34.0,142.6,Higher Secondary,Sales,Tribe,Buddhist / Neo-Buddhist,Rural,Arunachal Pradesh,0
51.0,Secondary or below,Agricultural,Tribe,Christian,39.0,149.0,Secondary or below,Not working,Tribe,Christian,Rural,Meghalaya,0
30.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,27.0,150.6,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,0
44.0,Secondary or below,Agricultural,Caste,Hindu,36.0,144.6,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Andhra Pradesh,0
27.0,Secondary or below,Agricultural,Caste,Hindu,24.0,150.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Madhya Pradesh,1
25.0,Higher Secondary,Agricultural,Caste,Hindu,24.0,150.2,Secondary or below,Not working,Caste,Hindu,Rural,Gujarat,0
41.0,Secondary or below,Agricultural,Caste,Hindu,38.0,146.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
39.0,Secondary or below,Agricultural,Caste,Hindu,32.0,141.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Maharashtra,1
31.0,Higher Secondary,Agricultural,Caste,Hindu,30.0,148.6,Higher Secondary,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
33.0,Secondary or below,Sales,No caste / tribe,Hindu,31.0,155.8,Secondary or below,Not working,Caste,Hindu,Rural,Tripura,0
48.0,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,39.0,157.5,Higher Secondary,Services / household and domestic,Tribe,Hindu,Urban,Jharkhand,1
36.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,32.0,153.4,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,Urban,Tamil Nadu,1
40.0,Higher Secondary,Services / household and domestic,Caste,Muslim,39.0,167.1,Secondary or below,Not working,Caste,Muslim,Rural,Jammu & Kashmir,0
45.0,Secondary or below,Don't know,Caste,Muslim,40.0,159.7,Secondary or below,Not working,Caste,Muslim,Rural,Kerala,0
28.0,Secondary or below,Sales,Caste,Hindu,26.0,150.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
31.0,Secondary or below,Agricultural,Caste,Muslim,29.0,138.2,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,0
41.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35.0,156.0,Secondary or below,Not working,Caste,Hindu,Urban,Uttar Pradesh,1
37.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,38.0,147.3,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Haryana,1
36.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31.0,167.7,Secondary or below,Not working,Caste,Hindu,Rural,Haryana,0
26.0,Secondary or below,Agricultural,Tribe,Hindu,25.0,149.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,1
53.0,Secondary or below,Not working,Tribe,Christian,45.0,141.1,Secondary or below,Agricultural,Tribe,Christian,Rural,Tripura,0
36.0,Secondary or below,Services / household and domestic,Caste,Hindu,30.0,134.8,Secondary or below,Not working,Caste,Hindu,Urban,Telangana,1
51.0,Secondary or below,Agricultural,Caste,Hindu,44.0,149.4,Secondary or below,Not working,Caste,Hindu,Rural,Odisha,1
42.0,Secondary or below,Agricultural,Caste,Hindu,40.0,149.0,Secondary or below,Agricultural,Caste,Hindu,Rural,Rajasthan,1
51.0,Secondary or below,Other,Caste,Hindu,46.0,143.9,Secondary or below,Not working,Caste,Hindu,Urban,Odisha,0
43.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,38.0,153.9,Secondary or below,Not working,Caste,Hindu,Rural,Odisha,1
34.0,Secondary or below,Sales,Caste,Muslim,34.0,146.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Rural,West Bengal,1
40.0,Secondary or below,Skilled and unskilled manual,Tribe,Hindu,38.0,152.1,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Madhya Pradesh,1
32.0,Secondary or below,Agricultural,Caste,Hindu,32.0,160.9,Secondary or below,Not working,Caste,Hindu,Rural,Sikkim,0
40.0,Secondary or below,Sales,Caste,Muslim,29.0,152.1,Secondary or below,Not working,Caste,Muslim,Urban,Telangana,1
43.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,40.0,147.7,Secondary or below,Not working,Caste,Hindu,Rural,Gujarat,1
26.0,Secondary or below,Skilled and unskilled manual,Tribe,Muslim,23.0,160.0,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,1
43.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,37.0,153.6,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
29.0,Higher Secondary,Agricultural,Caste,Hindu,28.0,153.9,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Haryana,1
39.0,Secondary or below,Agricultural,Caste,Sikh,35.0,146.8,Secondary or below,Agricultural,Caste,Sikh,Rural,Punjab,0
33.0,Graduate (B.Tech/B.Sc/BA),Other,Caste,Muslim,30.0,162.2,Higher Secondary,Professional / technical / managerial,Caste,Christian,Rural,Telangana,1
28.0,Secondary or below,Agricultural,Caste,Hindu,24.0,149.2,Secondary or below,Not working,Tribe,Hindu,Rural,Chhattisgarh,0
25.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,22.0,153.1,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,1
27.0,Secondary or below,Agricultural,Caste,Hindu,34.0,154.5,Secondary or below,Agricultural,Caste,Hindu,Rural,Odisha,0
43.0,Secondary or below,Agricultural,Caste,Muslim,40.0,151.2,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,0
38.0,Post-Graduate (MBA/MA),Professional / technical / managerial,Tribe,Christian,33.0,150.2,Higher Secondary,Not working,Tribe,Christian,Urban,Mizoram,0
35.0,Secondary or below,Agricultural,Caste,Jain,31.0,150.1,Secondary or below,Clerical,Caste,Hindu,Rural,Uttar Pradesh,1
18.0,Higher Secondary,Not working,Caste,Muslim,19.0,150.3,Secondary or below,Not working,Caste,Muslim,Rural,Rajasthan,0
36.0,Secondary or below,Not working,Tribe,Christian,37.0,154.6,Secondary or below,Agricultural,Tribe,Christian,Rural,Mizoram,1
25.0,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,21.0,157.0,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Bihar,1
40.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,35.0,151.6,Secondary or below,Not working,Caste,Hindu,Urban,Tamil Nadu,0
33.0,Secondary or below,Agricultural,Caste,Hindu,31.0,158.9,Secondary or below,Agricultural,Caste,Hindu,Rural,Rajasthan,1
40.0,Secondary or below,Agricultural,Caste,Muslim,38.0,145.6,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,0
40.0,Secondary or below,Agricultural,Caste,Sikh,38.0,149.0,Secondary or below,Not working,Caste,Sikh,Rural,Punjab,1
40.0,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,36.0,146.7,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Rajasthan,1
36.0,Secondary or below,Not working,Caste,Hindu,34.0,155.5,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Rural,Uttarakhand,0
30.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,20.0,148.5,Secondary or below,Not working,Caste,Muslim,Rural,Bihar,1
29.0,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,26.0,154.4,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Maharashtra,0
25.0,Secondary or below,Agricultural,Caste,Hindu,21.0,148.7,Secondary or below,Not working,Caste,Hindu,Rural,Jharkhand,1
32.0,Secondary or below,Agricultural,Caste,Hindu,30.0,153.2,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,0
49.0,Secondary or below,Agricultural,Caste,Hindu,41.0,147.2,Secondary or below,Other,Caste,Hindu,Rural,Karnataka,1
33.0,Secondary or below,Sales,Caste,Hindu,26.0,159.9,Higher Secondary,Sales,Caste,Hindu,Urban,Puducherry,0
40.0,Secondary or below,Services / household and domestic,Tribe,Christian,38.0,146.2,Secondary or below,Agricultural,Tribe,Christian,Rural,Nagaland,1
45.0,Secondary or below,Agricultural,Caste,Muslim,35.0,152.7,Secondary or below,Not working,Tribe,Muslim,Rural,Telangana,1
31.0,Higher Secondary,Skilled and unskilled manual,No caste / tribe,Muslim,25.0,153.5,Higher Secondary,Not working,Caste,Muslim,Urban,Maharashtra,1
30.0,Secondary or below,Agricultural,Caste,Hindu,20.0,154.3,Secondary or below,Not working,Caste,Hindu,Rural,Madhya Pradesh,1
41.0,Secondary or below,Skilled and unskilled manual,No caste / tribe,Hindu,21.0,152.5,Secondary or below,Not working,Don't know,Hindu,Rural,West Bengal,1
36.0,Secondary or below,Agricultural,Tribe,Christian,35.0,149.8,Secondary or below,Agricultural,Tribe,Christian,Rural,Arunachal Pradesh,1
45.0,Secondary or below,Skilled and unskilled manual,Caste,Muslim,43.0,152.4,Secondary or below,Not working,Caste,Muslim,Urban,Gujarat,1
32.0,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,30.0,165.7,Secondary or below,Not working,Caste,Hindu,Rural,Rajasthan,0
25.0,Higher Secondary,Agricultural,Caste,Hindu,21.0,151.2,Secondary or below,Services / household and domestic,Caste,Hindu,Rural,Uttar Pradesh,1
39.0,Secondary or below,Sales,Caste,Sikh,37.0,147.8,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Sikh,Urban,Punjab,0
46.0,Secondary or below,Agricultural,Tribe,Christian,41.0,155.9,Secondary or below,Not working,Tribe,Christian,Rural,Mizoram,1
30.0,Higher Secondary,Other,Caste,Hindu,24.0,136.6,Graduate (B.Tech/B.Sc/BA),Not working,Tribe,Hindu,Rural,Dadra & Nagar Haveli And Daman & Diu,0
39.0,Secondary or below,Agricultural,Caste,Hindu,39.0,149.6,Secondary or below,Not working,Caste,Hindu,Rural,Maharashtra,0
45.0,Secondary or below,Sales,Caste,Hindu,42.0,151.9,Secondary or below,Not working,Caste,Hindu,Rural,Bihar,0
38.0,Secondary or below,Agricultural,Caste,Hindu,33.0,148.0,Secondary or below,Agricultural,Caste,Hindu,Rural,Telangana,1
40.0,Secondary or below,Agricultural,No caste / tribe,Muslim,37.0,144.3,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Uttar Pradesh,1
43.0,Secondary or below,Agricultural,Caste,Hindu,36.0,153.1,Secondary or below,Agricultural,Caste,Hindu,Rural,Odisha,1
40.0,Secondary or below,Agricultural,Tribe,Hindu,37.0,148.4,Secondary or below,Agricultural,Tribe,Hindu,Rural,Maharashtra,1
24.0,Secondary or below,Skilled and unskilled manual,No caste / tribe,Muslim,23.0,157.6,Secondary or below,Not working,No caste / tribe,Muslim,Rural,Assam,1
22.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,20.0,139.1,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,Rural,Jharkhand,0
42.0,Higher Secondary,Services / household and domestic,Caste,Hindu,44.0,149.7,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,0
31.0,Higher Secondary,Professional / technical / managerial,Caste,Hindu,22.0,162.0,Higher Secondary,Not working,Caste,Hindu,Rural,Karnataka,0
45.0,Secondary or below,Skilled and unskilled manual,Caste,Hindu,40.0,157.3,Secondary or below,Not working,Caste,Hindu,Urban,Chhattisgarh,0
