Husband_age,Husband's Education Level,Husband Occupation_(grouped),Husband Ethnicity,Husband Religion,Wife's_current_age,Wife's height(centimeters),Wife's Education Level,Wife's_occupation_(grouped),Wife's Ethnicity,Wife's Religion,residence,State,Husband_partner_jealous_if_Wife_talks_with_other_men,Husband_partner_insists_on_knowing_where_Wife_is,Ever_been_humiliated_by_husband_partner,Ever_been_insulted_or_made_to_feel_bad_by_husband_partner,"Ever_been_pushed,_shook_or_had_something_thrown_by_husband_partner",Ever_been_slapped_by_husband_partner,Person_who_usually_decides_on_Wife's_health_care,Person_who_usually_decides_on_large_household_purchases,"Wife_afraid_of_husband_partner_most_of_the_time,_sometimes_or_never",Marital_Stability_Target
40,Secondary or below,Sales,Caste,Muslim,38,158.8,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,Yes,Yes,"Yes, but not in the last 12 months",Sometimes,"Yes, but not in the last 12 months",Sometimes,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
35,Secondary or below,Sales,Caste,Muslim,34,147.8,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent alone,Sometimes afraid,0
45,Secondary or below,Services / household and domestic,Caste,Muslim,40,154.2,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent alone,Sometimes afraid,0
32,Secondary or below,Skilled and unskilled manual,Caste,Muslim,29,147.4,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
42,Secondary or below,Skilled and unskilled manual,Caste,Muslim,38,147.2,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,Yes,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
45,Secondary or below,Skilled and unskilled manual,Caste,Muslim,42,,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent alone,Respondent and husband/partner,Most of the time afraid,1
29,Higher Secondary,Skilled and unskilled manual,Caste,Muslim,24,152.7,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
41,Secondary or below,Skilled and unskilled manual,Caste,Muslim,37,157.4,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,Yes,No,"Yes, but not in the last 12 months",Never,Never,Sometimes,Husband/partner alone,Respondent and husband/partner,Most of the time afraid,1
28,Secondary or below,Sales,Caste,Muslim,37,148.0,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
35,Secondary or below,Skilled and unskilled manual,Caste,Muslim,30,156.9,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,No,No,Never,Never,Never,Sometimes,Husband/partner alone,Someone else,Sometimes afraid,1
23,Higher Secondary,Sales,Caste,Muslim,21,149.2,Secondary or below,Not working,Caste,Muslim,Urban,Uttar Pradesh,Yes,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
40,Secondary or below,Skilled and unskilled manual,Caste,Muslim,38,141.7,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
34,Higher Secondary,Sales,Caste,Muslim,33,146.3,Secondary or below,Skilled and unskilled manual,Caste,Muslim,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
34,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28,153.2,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Muslim,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Other,Other,Never afraid,0
23,Secondary or below,Sales,Caste,Hindu,22,156.7,Higher Secondary,Not working,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
39,Higher Secondary,Services / household and domestic,Caste,Hindu,39,149.8,Higher Secondary,Not working,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
48,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,39,154.6,Higher Secondary,Skilled and unskilled manual,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
51,Higher Secondary,Sales,Caste,Hindu,42,149.0,Secondary or below,Sales,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
36,Secondary or below,Skilled and unskilled manual,Caste,Hindu,32,162.7,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
52,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,48,163.0,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Uttar Pradesh,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
33,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,30,153.2,Post-Graduate (MBA/MA),Skilled and unskilled manual,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
34,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,32,149.2,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
28,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,26,158.5,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Uttar Pradesh,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
48,Post-Graduate (MBA/MA),Services / household and domestic,Caste,Hindu,42,,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,"Yes, but not in the last 12 months",Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
40,Graduate (B.Tech/B.Sc/BA),Professional / technical / managerial,Caste,Hindu,36,137.0,Post-Graduate (MBA/MA),Not working,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Husband/partner alone,Husband/partner alone,Never afraid,1
45,Secondary or below,Skilled and unskilled manual,Caste,Hindu,40,,Secondary or below,Not working,Caste,Hindu,Urban,Uttar Pradesh,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
52,Secondary or below,Professional / technical / managerial,Caste,Hindu,47,156.4,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
48,Secondary or below,Skilled and unskilled manual,Caste,Muslim,45,150.3,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
38,Secondary or below,Agricultural,Caste,Hindu,36,154.0,Higher Secondary,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,Yes,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
51,Higher Secondary,Agricultural,Caste,Hindu,46,151.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
48,Secondary or below,Not working,Caste,Hindu,45,162.5,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
33,Higher Secondary,Agricultural,Caste,Hindu,28,155.0,Secondary or below,Agricultural,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
50,Secondary or below,Agricultural,Caste,Hindu,46,137.7,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
50,Secondary or below,Agricultural,Caste,Hindu,45,161.3,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,Yes,Yes,Never,Never,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
32,Secondary or below,Skilled and unskilled manual,Caste,Hindu,31,162.4,Secondary or below,Skilled and unskilled manual,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
36,Secondary or below,Services / household and domestic,Caste,Hindu,34,152.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
33,Secondary or below,Not working,Caste,Hindu,30,153.8,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
38,Higher Secondary,Agricultural,Caste,Hindu,37,158.9,Higher Secondary,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
40,Secondary or below,Services / household and domestic,Caste,Hindu,35,145.4,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,1
40,Secondary or below,Sales,Caste,Hindu,36,153.2,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,Yes,Never,Never,Often,Often,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
36,Secondary or below,Skilled and unskilled manual,Caste,Hindu,34,149.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
36,Higher Secondary,Skilled and unskilled manual,Caste,Muslim,32,157.4,Secondary or below,Agricultural,Caste,Muslim,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
46,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Hindu,46,153.6,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
50,Secondary or below,Skilled and unskilled manual,Caste,Hindu,48,142.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
47,Secondary or below,Skilled and unskilled manual,Caste,Hindu,48,145.3,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Sometimes,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
42,Graduate (B.Tech/B.Sc/BA),Clerical,Caste,Hindu,32,158.4,Higher Secondary,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
31,Secondary or below,Skilled and unskilled manual,Caste,Hindu,26,159.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28,155.3,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
42,Secondary or below,Skilled and unskilled manual,Caste,Hindu,40,144.7,Secondary or below,Agricultural,Caste,Hindu,Rural,Uttar Pradesh,Yes,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
30,Secondary or below,Sales,Caste,Muslim,28,156.9,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,No,No,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
32,Secondary or below,Sales,Caste,Hindu,30,159.6,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,Yes,Yes,Sometimes,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
49,Secondary or below,Agricultural,Caste,Hindu,48,151.9,Secondary or below,Other,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
45,Secondary or below,Agricultural,Caste,Hindu,42,146.6,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,27,141.5,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
27,Graduate (B.Tech/B.Sc/BA),Skilled and unskilled manual,Caste,Hindu,21,158.5,Higher Secondary,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Someone else,Someone else,Sometimes afraid,0
39,Post-Graduate (MBA/MA),Professional / technical / managerial,Caste,Hindu,35,149.7,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
46,Secondary or below,Services / household and domestic,Caste,Hindu,42,149.8,Secondary or below,Other,Caste,Hindu,Rural,Uttar Pradesh,Yes,Yes,Never,Never,Never,"Yes, but not in the last 12 months",Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
40,Secondary or below,Skilled and unskilled manual,Caste,Hindu,37,149.9,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent alone,Respondent alone,Most of the time afraid,1
25,Secondary or below,Skilled and unskilled manual,Caste,Hindu,24,145.7,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,Yes,Yes,Never,Never,Never,Never,Other,Someone else,Sometimes afraid,1
49,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,46,145.5,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
35,Secondary or below,Skilled and unskilled manual,Caste,Muslim,28,148.3,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,No,Yes,Never,Often,Often,Often,Respondent and husband/partner,Respondent and husband/partner,Most of the time afraid,1
34,Post-Graduate (MBA/MA),Services / household and domestic,Caste,Hindu,30,156.2,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
45,Secondary or below,Skilled and unskilled manual,Caste,Muslim,40,144.4,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
46,Secondary or below,Sales,Caste,Muslim,42,156.0,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,Yes,Yes,Never,Never,Sometimes,Sometimes,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
32,Secondary or below,Sales,Caste,Hindu,29,161.8,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,Yes,Yes,Never,Never,Sometimes,Sometimes,Respondent alone,Respondent and husband/partner,Sometimes afraid,1
32,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28,152.3,Secondary or below,Professional / technical / managerial,Caste,Hindu,Rural,Uttar Pradesh,Yes,Yes,Never,Never,Sometimes,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
36,Higher Secondary,Agricultural,Caste,Hindu,33,155.7,Higher Secondary,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Sometimes,Respondent and husband/partner,Respondent and husband/partner,Never afraid,0
34,Post-Graduate (MBA/MA),Services / household and domestic,Caste,Hindu,26,159.9,Graduate (B.Tech/B.Sc/BA),Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Husband/partner alone,Sometimes afraid,1
30,Secondary or below,Skilled and unskilled manual,Caste,Hindu,28,142.0,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Sometimes,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
53,Secondary or below,Skilled and unskilled manual,Caste,Hindu,48,,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,Yes,Never,Never,Sometimes,Sometimes,Husband/partner alone,Husband/partner alone,Sometimes afraid,1
35,Graduate (B.Tech/B.Sc/BA),Agricultural,Caste,Hindu,30,156.2,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
28,Higher Secondary,Skilled and unskilled manual,Caste,Muslim,26,145.3,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,Yes,No,Sometimes,Never,Never,Sometimes,Respondent and husband/partner,Someone else,Sometimes afraid,1
48,Graduate (B.Tech/B.Sc/BA),Sales,Caste,Hindu,46,151.3,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Husband/partner alone,Respondent and husband/partner,Sometimes afraid,1
38,Secondary or below,Sales,Caste,Hindu,38,146.2,Secondary or below,Not working,Caste,Hindu,Rural,Uttar Pradesh,Yes,Yes,Never,Never,Often,Often,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,1
43,Secondary or below,Sales,Caste,Muslim,38,150.7,Secondary or below,Not working,Caste,Muslim,Rural,Uttar Pradesh,No,No,Never,Never,Never,Never,Respondent and husband/partner,Respondent and husband/partner,Sometimes afraid,0
